query,answer,image
Are there few or many fans in this photo taken at Dolphin Oval?,few,4d1dce00ffb017383a851c8242ea621d
"What sort of sports field is in Nashville, Tennessee?",baseball,8a87de32c17ef11df11465d102f5681e
How many photos make up this collage of Kuala Lumpur?,seven,35f17217f156dbbe90e24b49aaa7587d
How many shirt collars are displayed in the inbetweeners (television advertisement)?,one,95239a3ddf3c4bb9193e167e17a21e68
What surrounds the landmass that is Honshu?,ocean,2ef349738b224d1e6e7cdcf964c823f7
How many photos were taken by night in this collage of Tokyo?,2,f63228fa891acc3142e97c778aa1f600
How many walkways are in front of the Tokushima Airport?,two,ba3d74f7a94a177ad4481ab450d46a50
What color is the globe in the middle of this advertisement for Strictly Come Dancing?,gold,b575c85ce7a9048f7f63e4523bdce551
How many uniform options were there for the 2016 Atlanta Falcons season?,three,d2ef61451bf88b7341fe6c1dd1c0fdff
What color are the players' pants for the 2017 Atlanta Falcons season?,white,5e994d685e7bde8bea6edbce9c5c45cc
How many uniform options for the 2018 Atlanta Falcons season included white pants?,three,b921d96063c284bc69c2b713a0bb7096
How many uniform options from the 2019 Atlanta Falcons season feature a red shirt?,one,3536cd9761cf8d5be1f4f61b8a83bbdb
Does Ed Sheeran have straight hair?,no,999f5e2e7d3e91808ced5907d5c97bd0
What is the background color of the poster for ÷ Tour?,blue,5a63329e10f903cd95667d6b8fc3bdb3
What color is the background of the mindy project?,blue,953b9f42d829a5ddf42ba4da37c80841
What is attached to Mark Webber's ear?,headset,ecc797ecdc1cc6f36852dc924b3b4b91
What body part is LeBron James touching?,hip,79bea05a6f9e56d56fb458bb81ce7087
What primary color besides red makes up this logo for EFL League Two?,blue,97e36d22aebc632ca3bb06307a5e3be9
How many photos make up this collage of Grenoble?,five,8ee59b42922bdca84b56103203079484
How many singers are in g.o.d?,five,5fd7f5e4966fc7b9f45887aa2bc8772a
How many colors make up the flag for the United States?,three,4c6e0c8d6b9223bd435809e52eecd008
How many people are on the cover of The Long Way Home (2013 film)?,six,7dce3c8d29e93d3b42aad837059a08ae
How many people athletes have on green shirts at 800 metres,2,0261558127c48759da3d141f39e532e4
How many different symbols are in Kannada?,four,91c90d29ba0a618028af3da2e67a2823
What is on Takuma Sato's head?,hat,c4d2ee3c79ee8f1654109797ce6022fa
Is the color green present in the A. J. Foyt Enterprises logo?,no,35dc6c2976a4aee88d896fb867befd24
How many of Doc McStuffins' hands are visible in the image?,two,86f76e2d21603ab89edfca39840eb155
What is the wall of the background made of in the 21 Jump Street logo?,bricks,830e3d66b02957ada3bac362f2abd8c2
What color is the Brooklyn Bridge?,grey,45cdcce4a5039430c41b07bd3ee16d5f
What does Ned Wertimer have on his face,mustache,c8346ce6775daa6265f6c981378547b8
What color hair does Elizabeth Berkley have?,blonde,619ac0046d44cb0230221e44a7d7574f
What animal is the pin being worn by Lark Voorhies?,turtle,4ebb6d6a8b4d8cc03271a0b9f09eda3b
What portion of the Jordan Grand Prix logo has a large black circle?,beginning,d969ceafa603334eaac0474944681348
How many legs is the character in the Lincoln City F.C. logo standing on?,one,fb907daf5e88b9e35de699e6162f0331
What color is the woman's dress on the right on the poster of Nil Battey Sannata?,red,9d3d8ad4942b1bb99e30c438e67e0798
What is the structure spanning across the water in this photo of Sydney?,bridge,2d6cdcc1ce5a038f2f8e6fe3e2a804f6
What color is The New York Times logo?,black,45ed8ff94999d33a21aea52cfbe3d308
What type of events are played at the green field in the middle left picture in Melbourne?,sports,b1e3471501fed319044afd363afc295a
What color is the background of the logo in EFL League One?,white,052e287597c92c61f5b15f585513b2b4
Does Nice have a ferris wheel?,yes,6692b91c91127137af1dbe0eb0e57b8c
What kind of tree can be seen on a top right picture of Las Palmas?,palm,b4f9c96be63a3abb9def1999b3fb1ddd
How many men are on the poster for Tango Charlie?,two,0a9e7c7ee4e45f34b855caa45c908206
What animal is at the top of the The Forest (2009 film),cheetah,4fc8cf1ae02638d1df68ef84241e2093
What symbol is on the flag for Sweden?,cross,22ca3078a19c5898d8f173a6ae5d69e8
What structure is at the top of the Stockport County F.C.'s logo?,castle,396e87f6209e96943fed3fc8d0ed21ff
How many stars does the Huddersfield Town A.F.C. have on their logo?,three,c34dbf3e2289e0378213791e1bf182d2
What color is the background of the logo for My Three Sons?,blue,2e74be131b014c9b79ae8f3bceaf9ed4
What type of facial hair does S. A. Ashokan have?,moustache,78ad91dc2167268a5d19d5971470de05
The cover of Neverwinter Nights has a symbol that resembles what part of the human anatomy?,eye,b8e4b769eb97ba40badf46f5ee222abb
How many pictures of Baku are in this collage?,sixteen,8cc92784d3f3cc003ca3c0105d2d694a
How many people are in the picture of How I Met Your Mother,four,08f3a8eb12378a9d90d7c567afe3e3c3
Is Alex Vause wearing glasses?,yes,0ba22c5e934592d718f1ff9087bf6161
What color are the wing mirrors on this Group Racing Developments car?,green,4b4e707cf8ce09b3dd276fe5e5d80f98
What color pants were worn in the 2004 Pittsburgh Steelers season?,gold,3668faedce2f16b14500c8c6adee319b
How many uniform options shown here for the 2004 Dallas Cowboys season include gray pants?,two,1f6e8579231249126a1c20e66e49216f
How many arrows are on The Get Down logo?,two,ee350cabe098b6fdc9adf37d81d625f1
What kind of lot is directly in front of Shea Stadium?,parking,141f3250c5bfa52940f2ff4ff0df2fe1
What is the man in Get on Up (film) holding in his hand?,microphone,e7ed81b0d2a00c1821182ceb16e222b7
What color is the wall of  the Collblanc (Barcelona Metro),white,1e6c6e292e3171361e6cd370fe22efc5
Are there yellow walls inside the Foc (Barcelona Metro)?,no,6ce27f7119518b07cdb0d66fed269a8f
What kind of animal is the main character in Crash Bandicoot 2: Cortex Strikes Back?,fox,f8c6b8a3e5e23beb09475a5952969639
What is Crash Bandicoot riding on the Crash Bandicoot: Warped cover?,motorcycle,1a7524701412ef03681f6ded23cfc848
What is the character above the Crash Team Racing logo holding?,trophy,543f4d32593fda2c2d1f4af865bcf350
How many people are on the cover of Jak 3?,1,fe1aac3d9ceac432e1de8e068e8394c4
Is the clover in the inner or outer circle of the Celtic F.C. logo?,inner,be2a001f59fcfe989a53c9f12aa82b0f
How many referees are on the field in this photo from the 2004 NFL season?,two,3cf59c460286fb52bdcb8df9af52a8c3
"During the 2010 NFL season, the Rams home uniforms colors were yellow and what?",blue,fa414ac2db6b3677d27325e5f184b8e3
Are there any mountains present in the photo of Sappada?,yes,31bc7791c4b62a8a9b5c92b8708a3db6
What sport are they seen playing here in Sapporo?,baseball,b1d7f2c40e1665bac8eb46d209d8f215
How many different colored stripes are on the flag for the Indian National Congress?,three,062518e869e2cef376d290792b6c5f51
What is the color of the background for the Knots Landing logo?,white,5f058664682b34a97f80b18a51d6e161
How many points does the star have in the Portsmouth F.C. logo?,eight,573f4492421035feab3c2899ff939667
What shape is the logo for Sheffield United F.C.?,circle,e209b5aa6b50e179da8fe338baa8c446
Is Melbourne next to a body of water?,yes,b1e3471501fed319044afd363afc295a
How many characters are sitting at the table in Space Ghost Coast to Coast?,three,e5a6c95190cf5d692e9f1f42c2508f4e
What object is in the middle of the table in the Drunk History title screen?,book,ceca962a3d5796d0824ee2926473697b
What is the background color in this advertisement for Chelsea Lately?,black,43f92ac79aaacfc3f3edfbece6891924
What is the man wearing on his face in the movie poster for Cant Buy Me Love (film),sunglasses,eef16bd469a43f2c9ac8842b63d5f842
what color is the bull on the Wexford F.C. logo,red,c91fd028a705176d890cd411c9f9066a
Is the cross on the flag for Sweden blue or yellow in color?,yellow,22ca3078a19c5898d8f173a6ae5d69e8
What is the primary color of the flag behind Luo Ying?,red,5116f01affda9c23db2ab347cfc99177
What is the main color of the jersey Luo Yu is wearing?,blue,3eecfc9a64d80125c302670c7e95ddc5
What sport is Bao Yixin playing?,badminton,7f806747b2e2c54f7290281a123d4198
What object is in front of Greysia Polii?,net,c195f997b61efb998765467d1e72bccb
How many fingers is Miyuki Maeda holding up?,five,8cdc9b8b7f8b604dd07e494f2a7e0890
Are there any bridge supports in the water of the river in Shanghai?,yes,6f9f0fcd29a1ec53f4d772aa4825095d
"What landform is in the background in this photo of Burbank, California?",mountains,c06e26f518f941cf9f69db8a5041e0e5
What is around the neck of David Guetta?,headphones,4da6e5db8f3aca38d4705db24d1fbb38
What type of object is each person holding in The Black Eyed Peas?,microphone,b414f468478818a56b68a7252d49678a
In the poster for Legally Blonde (musical) what does the woman have on a leash?,dog,c0aae4eed8bcfd67c8d3e26762bd902f
What animal is at the bottom left of Game of Thrones logo?,wolf,1ae83e2b5402090faff196e5b7e356f3
What is J Balvin wearing around his neck?,necklace,0970521921609cc3f7b89fc8fb965e7d
What position does the Brentford F.C. player from the 1902 season have his arms in?,crossed,a16960fe43617e517425a95215fa7c3f
In what position does 1903–04 Brentford F.C. season have his arms?,crossed,587fca3573d068bdb9d2c7c7ef25c434
What is on David Ferrer's wrists?,wristbands,f6b033b9422406514eaf9cdea7c6e4d2
Is Tommy Robredo a tennis player?,yes,e25b00826682eb72a40356c338b3e0ab
What is in the middle of the flag for Argentina?,sun,282e49b22dcac1b0df28d72fc6125c47
How many uniform options are shown here for the 1995 Denver Broncos season?,two,43c7e0bb61abc7fde3d5a0349698db09
What shape is under the first letter in the Arrowhead Stadium logo?,triangle,1c3d749cfe8b4d5cda44f88eedaced4e
What shape is the object in Strictly Come Dancing?,globe,b575c85ce7a9048f7f63e4523bdce551
What type of facial hair does the man in Bohemian Rhapsody (film) have?,mustache,f4dd234b03a63a8f028ff86bcafc1048
What animals are on the rood of the Hampstead Theatre?,birds,24b851f7f48751e696401f0365d3de01
How many stories high is the Soho Theatre?,six,3660026b2789078ae449a2193167bc69
Are there people out in front of the Gielgud Theatre?,yes,2975029acc55e10179adfb759a983af7
What is walking in front of Bush Theatre in the photo?,people,8df4601e5b3d1a7374a3c4019c2d41cb
How many balconies are in this photo of a Polo Grounds?,one,3d07f5e6821849ade2b244e309149859
Is there a fence around the outside of the Cotton Bowl (stadium)?,yes,ecca2095f71965b7370af2a75a16f63d
Where do people sit at Nickerson Field?,bleachers,4075fb153249a11de2570be2ed72819b
What is Robert Altman wearing on his left arm?,watch,31f1a0b8a95f302cc89153fc1c0dc592
What are the two girls sitting on on the Providence (American TV Series) poster?,swing,96de1aa8a7242b7c9105ce260effa13b
What shape is the City Stadium (Green Bay) sign above the gate?,oval,ada689e6a4955d1490897a22955b905d
What shape is the logo on the Memorial Stadium (Baltimore)?,oval,b28ccfc26c070e2c3dabb8728ebf5af8
What color are the woman's nails on the She's Out of My League poster?,red,5ae8434962a1799fdf1f2bdf9067ccbd
Is Valtteri Bottas wearing a Mercedes logo?,yes,d1f85ffbdc248cdd8d0e161e1ddbd71e
What kind of facial hair does the man at the top have on the cover for Ten Years After?,mustache,421017ac7b5589e641336dbd197f0b2f
What instruments are set in front of Os Mutantes?,guitars,1af6ab1e0c741eae79affa6eaf8aba10
Is the background of the cover for I Go Crazy (Paul Davis song) black and yellow?,yes,ccb9518458394f2130e5f6f1c98a48e9
What fruit is in the background of the DVD cover for Lemonade Mouth (film)?,lemon,f4592cddc5e1363b3a5b6249911430e9
What is the central color of The Big Bang Theory poster?,yellow,dde00f74ba94148d86e409bf3b5d998c
What color is the background of the title card for Make It or Break It?,black,8c5364fda0e3e078e6c56cddfc24777b
What kind of building is this 1999 NFL season game played in?,stadium,4e13d6f96d479400abde4c6eba6839d3
How many referees are on the field in this photo from the 2001 NFL season?,two,554dbe806142b6a5bbd097b2f2451eea
What branch of military is the man in the middle part of in this photo from the 2003 NFL season?,marines,a26a3a974c0f04d04db68f0f15f1fa0d
What color pants are the players with white jerseys wearing during the 2004 NFL season?,gold,3cf59c460286fb52bdcb8df9af52a8c3
What white substance is covering the ground in this photo from the 2006 NFL season?,snow,3f69cd396566b100b8245c5e3ddf021d
Who are the two guys on the field that each have one arm in the air in 2007 NFL season?,referees,2c08f14a07d398234b952339b0de6455
Does K. J. Yesudas have a beard?,yes,17dd5c2897c622a18a1ffc6110c85e2f
Is K. S. Chithra wearing glasses?,no,4d097ae2a1d95c9c3fb8cda70577ce2a
What is the conductor in Choir standing on?,stool,ba2d745f8a6742b756c68fe5703ad446
What is around the finger of Suresh Gopi?,ring,a60ba6966a8a070684a4eb0fa608ca31
What color is the Soul Train logo?,yellow,f63b67821598f9281fbb5789484f8588
What type of hat is Ryan Hunter-Reay wearing?,cap,5457edea15d53a9780b2280e3d878d8f
What is the color of the center of the Chevrolet logo?,gold,bedc73ce5c425482ab87c0ae1bca1617
What color shirt is Lando Norris wearing?,red,b77b3b6adac368f7cfa33b3d873a99ac
What kind of club is Mickey Wright holding?,golf,1957fa55d26e4a0ca40598c86d2775c6
What color hair does Brandy Norwood have?,black,c8ad09d20a8f99526562a10359bdfb74
How many gentlemen are seen in this photo from Humor Risk?,four,49c32d22fad13ce3265505e15d46a707
What can be seen behind Ann Peebles?,lights,c12b63004f9f421d9b2957b47473983a
What are the heads popping up through in Criminology?,holes,24131cd2cce3d7d8dedb48a7977035fc
What does it look like Usher (musician) has around his head?,halo,9ea7b1280ef750b24237f3b2638cfa2e
What color shirt is Cher wearing?,white,a9a36c5a88be7902c221e1ba186b2fb9
Where does Layne Beachley have her hands?,pockets,fcfcf3467b436097db34be52a556e522
what is the figure doing in the Knattspyrnudeild Hamars patch,running,1b038545f5e682d7d77126c488a49f6f
How many separate points are on the Circuit Paul Ricard?,fifteen,97e2580689531a76a97c2e469c188ca1
What color jacket is Mitchell Pearce wearing?,blue,2b6a5990d794d015043d9288c90570dd
How many people are on the poster for Khoobsurat (2014 film)?,two,6ca80bcf4141b6379c4e9a88f07e7c04
How many creatures are in the Northampton Town F.C. logo?,2,dacf43cc38ab05d4e05b5dc4bd0dc520
How many flags fly from the HX convoys ship?,five,3dd9791dbab797a57b00643b0783a201
Are there trees around Spokane Veterans Memorial Arena?,yes,fb5c0b2a272273f3e876f328b5418653
Is Achille Varzi smiling?,no,65c1637c3f7ab6d0914f71425c02574d
Is Philippe Garrel wearing a tie?,no,53b16d7701e0fb31a2e82d7e896f6728
How many people are on the poster of L'Enfant (film)?,two,5f6495be307ee8695d294134dcbdb256
What type of ball is featured in the Baloncesto Fuenlabrada logo?,basketball,afe6763870474d7343302deab0b0f453
Who is the Red Queen (Through the Looking-Glass) talking to?,alice,77cab9bc4fcf1427a065ec82952d9d50
